1,1,0,0,0,0,0,0
2,1,0,0,0,0,0,0
3,1,0,0,0,0,0,0
4,1,0,0,0,0,0,0
4,2,0,0,0,0,0,1
3,2,0,1,0,0,0,0
2,2,0,1,0,0,1,1
1,2,0,1,1,0,0,1
1,2,0,1,1,0,0,0
1,2,0,1,1,0,0,0
2,2,0,2,0,0,1,2
2,2,0,2,0,0,1,2
3,2,0,1,0,0,0,0
3,2,0,1,0,0,0,0
4,2,0,0,1,0,0,0
1,2,1,1,2,0,0,0
1,2,1,2,2,0,0,0
2,2,0,3,0,0,1,2
2,2,0,3,0,0,1,2
3,2,0,2,0,1,0,0
4,2,0,1,0,0,0,0
4,2,0,1,0,0,0,0
1,3,1,1,0,2,0,2
1,3,1,1,0,2,0,2
2,2,0,4,0,0,0,2
2,2,0,0,0,0,0,3
2,2,0,0,0,0,0,3
3,2,0,2,0,2,0,0
4,2,0,1,1,0,0,0
1,3,1,1,1,2,0,2
1,4,1,0,0,2,0,1
1,4,1,0,0,2,0,1
2,2,0,0,0,0,0,3
3,2,0,2,0,2,0,0
4,2,0,1,0,0,0,1
1,4,1,0,0,5,0,2
1,4,1,0,1,1,0,2
1,4,1,0,1,1,0,2
2,2,0,0,0,1,0,3
2,2,0,0,0,1,0,3
3,2,0,2,0,1,0,0
4,2,0,1,0,0,0,2
4,2,0,1,1,0,0,0
4,2,0,1,1,0,0,0
1,4,1,0,1,3,0,3
2,2,0,0,0,3,0,2
3,2,0,2,0,1,0,0
4,2,0,0,0,0,0,0
4,2,0,0,0,0,0,0
1,4,1,0,1,3,0,3
2,2,0,0,1,1,0,3
2,2,0,0,1,1,0,3
3,2,0,2,0,1,0,0
4,2,0,0,0,0,0,3
4,2,0,0,1,0,0,1
4,2,0,0,1,0,0,1
1,4,1,1,2,10,0,2
1,4,1,1,2,6,0,3
1,4,1,1,2,2,0,4
1,4,1,1,2,2,1,0
1,4,1,1,2,1,0,0
1,4,1,1,2,1,0,0
2,2,0,0,0,1,0,2
2,2,0,0,0,1,0,2
3,2,0,2,1,2,0,0
3,2,0,2,1,2,0,0
4,2,0,0,0,0,0,0
4,2,0,0,0,0,0,0
1,4,1,3,2,1,0,0
2,2,1,1,0,2,0,2
2,2,1,1,0,2,0,2
3,2,0,2,1,2,0,1
3,2,0,1,0,2,0,0
3,2,0,1,0,2,0,0
4,2,0,0,0,0,0,0
4,2,0,0,0,0,0,0
1,4,1,4,1,0,1,1
1,4,1,0,1,0,1,2
1,4,1,0,1,0,1,2
2,2,1,2,0,2,0,3
2,2,1,2,0,2,0,3
3,2,1,1,0,2,0,0
3,2,1,1,0,2,0,0
4,2,0,0,0,0,0,0
1,4,1,1,2,1,0,3
1,4,1,0,1,1,0,2
1,4,1,0,1,1,0,2
2,2,1,4,0,3,0,0
2,2,1,0,0,3,0,1
2,2,1,0,0,3,0,1
3,2,1,1,0,2,0,0
4,2,0,1,0,0,0,1
1,4,2,2,1,1,0,3
1,4,2,1,0,1,0,2
1,4,2,1,0,1,0,2
2,2,1,0,0,4,0,1
2,2,1,0,0,0,0,2
2,2,1,0,0,0,0,2
3,2,1,2,0,3,0,0
4,2,0,1,1,0,0,1
4,2,0,0,0,0,0,0
4,2,0,0,0,0,0,0
1,6,3,1,0,1,0,2
1,6,3,1,0,1,0,2
2,2,1,0,0,1,0,1
3,2,1,2,0,3,0,0
4,2,1,0,0,0,0,2
4,2,1,0,0,1,0,0
4,2,1,0,0,1,0,0
1,6,3,1,0,1,0,0
1,6,3,1,0,1,0,0
2,2,1,2,0,2,0,2
3,2,1,2,0,3,0,0
4,2,1,0,0,2,0,1
4,2,1,0,0,2,0,1
1,6,3,1,1,3,0,1
1,7,3,0,0,3,0,0
1,7,3,0,0,3,0,0
2,3,1,1,0,0,0,1
2,3,1,1,0,0,0,1
3,2,1,2,1,4,0,0
3,2,1,2,2,0,0,0
3,2,1,2,2,0,0,0
4,2,1,0,0,2,0,1
1,7,3,0,0,3,0,0
2,3,1,1,0,0,0,2
2,3,1,1,0,0,0,2
3,2,1,3,2,0,0,0
4,2,1,1,0,3,0,0
4,2,1,1,0,3,0,0
1,7,3,2,1,3,0,2
1,7,3,1,0,3,0,1
1,7,3,1,0,3,0,1
2,3,1,1,0,1,0,3
3,2,1,3,2,1,0,0
4,2,1,1,1,2,0,0
4,2,1,1,1,2,0,0
1,7,4,1,0,3,0,1
1,7,4,1,0,3,0,1
2,3,1,1,0,0,1,4
2,3,1,1,1,0,1,0
2,3,1,1,1,0,1,0
3,2,1,3,2,1,0,0
4,2,1,0,1,2,0,0
1,7,4,2,1,1,0,3
1,7,4,1,0,1,0,2
1,7,4,1,0,1,0,2
2,3,1,2,1,0,1,1
2,3,1,1,0,0,1,0
2,3,1,1,0,0,1,0
3,2,1,3,2,1,0,0
4,2,1,0,2,2,0,0
4,2,1,0,2,2,0,0
1,7,4,1,1,1,0,2
1,7,4,1,1,1,0,4
1,7,4,1,1,2,0,0
1,7,4,1,1,2,0,0
2,3,2,2,0,1,1,1
2,3,2,2,0,0,0,1
2,3,2,2,0,0,0,1
3,2,1,3,2,1,0,0
4,2,1,0,1,2,0,1
1,7,4,1,1,0,0,1
1,7,4,0,0,0,0,0
1,7,4,0,0,0,0,0
2,4,2,1,0,0,1,1
2,4,2,1,0,0,1,1
3,2,1,3,2,2,0,0
4,2,1,0,3,2,0,0
4,2,1,0,3,2,0,0
1,7,5,1,2,2,0,1
1,7,5,1,2,3,0,1
1,8,5,0,1,3,0,0
1,8,5,0,1,3,0,0
2,4,2,0,2,0,2,1
2,4,2,0,2,0,2,1
3,2,1,2,2,1,0,0
3,2,1,2,2,1,0,0
4,2,1,0,2,0,0,1
1,8,5,1,3,1,0,1
1,8,5,0,2,1,0,0
1,8,5,0,2,1,0,0
2,4,2,0,1,0,2,0
2,4,2,0,1,0,2,0
3,2,1,3,2,2,0,0
4,2,1,0,2,0,0,0
4,2,1,0,2,0,0,0
1,8,5,2,2,4,0,0
1,8,5,3,2,0,0,0
1,8,5,3,2,0,0,0
2,4,3,0,2,0,4,2
2,4,3,0,1,0,3,1
2,4,3,1,1,0,0,1
2,5,3,0,0,0,0,0
2,5,3,0,0,0,0,0
3,2,1,3,2,0,0,0
4,2,2,0,1,0,0,0
4,2,2,0,2,0,0,0
4,2,2,0,2,0,0,0
1,8,5,1,2,0,0,0
2,5,3,1,0,1,0,0
2,5,3,1,0,1,0,0
3,2,1,0,1,0,0,1
3,2,1,0,1,0,0,1
4,2,2,0,1,0,0,0
4,2,2,0,1,0,0,0
1,9,5,2,0,2,0,1
1,9,5,2,0,2,0,1
2,5,4,2,2,1,1,0
2,5,4,2,2,0,0,0
2,5,4,2,2,0,0,0
3,2,1,0,1,0,0,1
4,2,3,0,1,0,0,2
4,2,3,0,2,0,0,1
4,2,3,0,2,0,0,1
1,9,5,5,0,8,0,3
1,9,5,6,0,4,0,3
1,9,5,6,1,0,0,3
1,9,5,2,2,0,0,3
1,9,5,1,1,0,0,2
1,10,5,0,0,0,0,1
